elite_account,elite_id_str,elite_weight,falsity_score
RepRWilliams,1077446982,84.0,0.5166666666666666
CLFSuperPAC,625546219,56.91666666666666,0.5666666666666667
DrPhilGingrey,32506723,0.0416666666666666,0.6000000000000001
MichelleObama,409486555,26.0,0.25454545454545463
RepGoodlatte,37920978,1.0,0.2727272727272727
KellyAyotte,229592356,2.5,0.2909090909090909
JimJusticeWV,3167789983,51.583333333333336,0.3090909090909091
Todd_Staples,38013922,1.1666666666666667,0.36363636363636354
MayorAdler,2300278368,135.20833333333334,0.4363636363636363
TexasGOP,37760670,102.58333333333331,0.4363636363636364
BillPascrell,74508260,135.41666666666666,0.4363636363636364
AndrewGillum,465046121,21.83333333333333,0.4545454545454545
richardcorcoran,42132105,33.125,0.4545454545454546
Senate_Fund,2923138983,20.541666666666668,0.49090909090909096
DrMark_3rdCD_WI,797072326340780033,2.333333333333333,0.5636363636363637
edshow,75052666,1.0,0.5818181818181818
seanspicer,20776147,135.25,0.6
joekyrillos,111687522,1.375,0.5818181818181818
kevinomccarthy,15428227,17.208333333333332,0.5818181818181818
JimDeMint,9508922,133.33333333333334,0.6
Judgenap,29216764,20.33333333333333,0.6363636363636364
KellyannePolls,471672239,63.41666666666666,0.6545454545454545
DonnaHowardTX,112899475,134.875,0.15999999999999992
iamjohnoliver,316389142,5.625,0.15999999999999992
JimWebbUSA,2746932876,0.4583333333333333,0.21999999999999997
Patterson4TX,334219471,54.41666666666666,0.26
RepMarciaFudge,153486399,40.125,0.31999999999999995
BobbyJindal,17078632,35.791666666666664,0.32000000000000006
PamBondi,93755660,8.041666666666666,0.36
billmaher,19697415,23.45833333333333,0.3800000000000001
BarbaraBoxer,15939889,54.208333333333336,0.42000000000000004
NHDems,84183248,135.08333333333334,0.41999999999999993
FalkforWI,417990028,1.0,0.44000000000000006
RepHartzler,237763317,59.91666666666666,0.44000000000000006
SenDarling,102159247,22.375,0.5
MillerForTexas,1967084534,0.7916666666666666,0.54
MarshaSays,1266034103633264641,6.875,0.54
GovHowardDean,603025587,135.33333333333334,0.54
AU4Change,15135675,1.0,0.5599999999999999
mattgaetz,58579942,131.70833333333334,0.5599999999999999
TuckerCarlson,22703645,11.375,0.72
IngrahamAngle,50769180,134.54166666666666,0.74
DonaldJTrumpJr,39344374,134.75,0.78
Jim_Jordan,18166778,135.41666666666666,0.2666666666666666
staceyabrams,216065430,128.83333333333334,0.3555555555555556
ChrisMurphyCT,150078976,135.25,0.3999999999999999
NJSenatePres,916935650,5.5,0.3999999999999999
BillMcCollum,30063865,1.0,0.42222222222222217
dscc,14466538,135.41666666666666,0.42222222222222205
DaleKooyenga,38444843,13.041666666666666,0.42222222222222217
AllanFungRI,878984646,18.125,0.46666666666666656
NikkiHaley,1079776144524754944,135.41666666666666,0.46666666666666656
AlisonForKY,233368344,11.75,0.4666666666666667
ohiogop,15738163,57.208333333333336,0.4666666666666667
IvankaTrump,52544275,54.458333333333336,0.46666666666666656
Kriseman,62009570,133.54166666666666,0.4888888888888887
JeffGreeneFL,1000109039517302785,0.0833333333333333,0.5111111111111112
ThomTillis,22195441,41.29166666666666,0.5111111111111111
PeterWBarca,258618079,1.1666666666666667,0.5333333333333332
SenScottBrown,26820275,25.125,0.5333333333333332
CoryGardner,20879626,13.75,0.5333333333333333
keldahelenroys,92354626,87.29166666666667,0.5555555555555556
JudgeJohnCarter,404355121,22.75,0.6222222222222222
MarthaMcSally,2964949642,36.875,0.6666666666666667
AOC,138203134,135.33333333333334,0.6666666666666667
SenChrisDodd,16317406,0.9583333333333334,0.22499999999999998
ChrisTaylorWI,524733591,2.625,0.22499999999999998
matthewjdowd,288363743,16.541666666666668,0.25
ArmondBudish,334148174,1.0,0.2749999999999999
JoaquinCastrotx,231510077,135.20833333333334,0.2749999999999999
FrankLautenberg,135297032,1.0,0.275
jamieradtke,36553332,0.4166666666666667,0.275
jeffersondsmith,29076826,32.916666666666664,0.2749999999999999
RonWyden,250188760,101.41666666666669,0.2749999999999999
petegallego,69066533,9.416666666666666,0.32499999999999996
GwenGraham,1283359081,135.41666666666666,0.32500000000000007
MichelleNunn,1613681130,69.25,0.32499999999999996
Westmoreland_GA,137407124,0.6666666666666666,0.32499999999999996
Sebelius,2556859698,0.625,0.35
LeaderHoyer,22012091,135.375,0.35
GovKemp,1064659902071808000,105.04166666666669,0.3500000000000001
MichaelSteele,50317463,68.375,0.4
gailcollins,17004139,5.791666666666667,0.375
DavidJollyFL,2178681566,135.29166666666666,0.375
JohnWisniewski,94262891,8.041666666666666,0.375
RepDonBeyer,2962868158,135.375,0.3999999999999999
RepAnnieKuster,1058717720,81.04166666666667,0.4
BettySutton,136042190,2.5416666666666665,0.42499999999999993
LouGreenwald,514557770,11.541666666666666,0.44999999999999996
SenFeinstein,476256944,135.25,0.42499999999999993
Lawrence,158426909,135.25,0.42499999999999993
VinehoutK,499262656,1.0,0.42499999999999993
JeffFitz2012,388528596,1.0,0.5
MayorDanGelber,933407187170463746,29.45833333333333,0.47499999999999987
RepMGriffith,234057152,25.20833333333333,0.5249999999999999
WinOurFuture,426705080,1.0,0.5250000000000001
taxreformer,15075753,135.375,0.575
MickMulvaneyOMB,888031054141022209,0.0416666666666666,0.575
JoinTravisAllen,524832762,0.2083333333333333,0.6
LtGovDanForest,1872523242,12.75,0.6
KenPaxtonTX,45840174,76.20833333333333,0.625
EricHovde,478936540,0.375,0.6000000000000001
HinojosaTX,600408823,0.2916666666666667,0.625
HouseGOP,15207668,135.41666666666666,0.625
NCGOP,14335435,135.375,0.625
RepLanceNJ7,613725908,1.0,0.17142857142857149
chucktodd,50325797,4.75,0.20000000000000007
carter4governor,2176881492,1.0,0.22857142857142854
Robt_Gibbs,1339898366,60.0,0.22857142857142854
SenJackReed,486694111,43.29166666666666,0.22857142857142854
PPFA,402957663,76.75,0.2857142857142857
CaseyCagle,7116142,0.25,0.31428571428571417
JenGranholm,14185317,108.41666666666669,0.31428571428571417
tndp,19916171,134.0,0.31428571428571417
GerryConnolly,78445977,110.0,0.34285714285714275
RichCordray,19637767,2.25,0.34285714285714286
American_Bridge,222481411,135.41666666666666,0.37142857142857133
MahlonMitchell,333150431,23.70833333333333,0.37142857142857133
SecTomPerez,1604366701,1.0,0.37142857142857155
TheJuanWilliams,228747444,61.41666666666666,0.37142857142857155
AndrewYang,2228878592,135.375,0.4
LamarAlexander,21669223,0.0833333333333333,0.4285714285714286
vademocrats,29363230,135.375,0.4285714285714285
TulsiGabbard,26637348,34.125,0.4285714285714286
DonnaCampbellTX,68920859,75.66666666666667,0.4571428571428571
RepMikeRogers,156703580,31.666666666666668,0.4571428571428571
jonstewart,1354898820400877571,6.041666666666667,0.4571428571428572
SenCapito,193794406,125.25,0.4571428571428571
HardballChris,48802204,12.083333333333334,0.4571428571428572
KeithOlbermann,130617778,135.375,0.4571428571428572
RepBonamici,558769636,135.41666666666666,0.48571428571428565
JonHusted,64098343,92.29166666666669,0.48571428571428565
SenTaylor,54635428,6.958333333333333,0.5142857142857142
JayCarney,2577476334,14.583333333333334,0.5142857142857142
joniernst,1383059977,54.375,0.5142857142857142
LoriLightfoot,991509181109817344,51.29166666666666,0.5428571428571428
BradSchimel,1944389695,1.0,0.5714285714285714
ericbolling,14839147,134.20833333333334,0.5714285714285714
BreitbartNews,457984599,135.41666666666666,0.7142857142857143
RepRobertHurt,234837632,0.125,0.6857142857142857
SenBobCorker,73303753,0.5416666666666666,0.19999999999999984
SacBeeEditBoard,112630438,59.583333333333336,0.20000000000000007
repblumenauer,15954997,34.583333333333336,0.2333333333333334
Koster4Missouri,444219274,1.0,0.23333333333333328
CokieRoberts,753246251316043776,1.0,0.29999999999999993
calebrowden,15323106,50.958333333333336,0.29999999999999993
algore,17220934,9.791666666666666,0.33333333333333337
VanJones68,131497030,133.91666666666666,0.33333333333333337
PhillyMayor,4515563482,135.41666666666666,0.33333333333333337
BilldeBlasio,476193064,2.7916666666666665,0.3666666666666667
RepPeterDeFazio,252249233,73.29166666666667,0.3666666666666666
emilyslist,63262233,135.375,0.3666666666666667
SenShilling,588369879,3.9166666666666665,0.3666666666666666
LangevinForRI,155654527,16.833333333333332,0.4
nrlc,22170482,135.41666666666666,0.43333333333333335
lennycurry,23536403,135.29166666666666,0.4666666666666667
ESActionFund,725963557,1.0,0.4666666666666667
NCHouseSpeaker,282219422,49.91666666666666,0.4666666666666667
KevinMNicholson,807081251060543488,43.208333333333336,0.4666666666666667
Rep_Southerland,237781383,1.0,0.4666666666666667
SenatorBerger,44767773,6.375,0.4999999999999999
BobBuckhorn,22671650,67.95833333333333,0.5
arneduncan,4662969794,134.375,0.5
MikeHaridopolos,26256573,18.916666666666668,0.5
RepScottRigell,221793778,1.0,0.5
NARAL,17006036,135.41666666666666,0.5666666666666667
LouDobbs,26487169,128.83333333333334,0.6000000000000001
georgepbush,80136311,69.625,0.6000000000000001
IlhanMN,783792992,134.625,0.6000000000000001
GroverNorquist,16045956,135.33333333333334,0.6333333333333333
FitzgeraldForWI,1169399788539928576,8.875,0.6333333333333333
GovBrewer,40923070,15.458333333333334,0.6666666666666665
SarahHuckabee,5509762,40.41666666666666,0.7333333333333334
JeanneIves,481734931,26.416666666666668,0.7333333333333334
DickSaslaw,277034872,9.5,0.7666666666666666
JohnDePetroshow,22407018,135.375,0.9
KirkPWatson,102792727,46.5,0.08000000000000007
SenatorBennet,224285242,115.20833333333331,0.1200000000000001
nytdavidbrooks,633980404,32.0,0.15999999999999992
RepMcKinley,240427862,84.95833333333333,0.15999999999999992
aronberg,15520209,106.625,0.19999999999999996
StephenAtHome,16303106,26.125,0.19999999999999996
TomColeOK04,23124635,43.458333333333336,0.19999999999999996
KeithFaber,68271578,10.125,0.19999999999999996
JeffFlake,16056306,6.041666666666667,0.19999999999999996
Nate_McMurray,1356368317,135.16666666666666,0.19999999999999996
SenatorBurr,21157904,0.5,0.24
NickKristof,17004618,135.29166666666666,0.24
SenMarkey,21406834,131.54166666666666,0.24
Ojeda4America,2290583342,135.33333333333334,0.24
ariannahuff,21982720,135.41666666666666,0.2799999999999999
MarkObenshain,18804994,23.20833333333333,0.28
RepWilson,234014087,128.70833333333334,0.28
stefcutter,114547989,44.91666666666666,0.32000000000000006
megynkelly,110445334,120.33333333333331,0.31999999999999995
rep89,42658483,21.5,0.32000000000000006
GovParsonMO,1003672320781807616,135.41666666666666,0.32000000000000006
votevets,16513335,135.20833333333334,0.31999999999999995
wvdemocrats,70667943,42.5,0.32000000000000006
AFLCIO,10069612,135.41666666666666,0.3600000000000001
RepKevinBrady,19926675,91.70833333333331,0.36
VernBuchanan,20467163,45.91666666666666,0.36
Jorge_Elorza,1000783368,87.25,0.36
stephenfhayes,69773058,135.29166666666666,0.36
HouseMajPAC,285578853,0.6666666666666666,0.3600000000000001
JoeLieberman,84129740,1.0,0.36
jorgeramosnews,110213431,135.29166666666666,0.3600000000000001
LupeValdez,607721548,4.666666666666667,0.3599999999999999
SilvestreReyes,115111016,1.0,0.4
RepSchrader,20545793,41.458333333333336,0.4
LevarStoney,113191401,58.75,0.4
KatrinaNation,59159771,135.33333333333334,0.4
SenDuckworth,1058520120,129.33333333333334,0.43999999999999995
Hank4Texas,47685057,16.666666666666668,0.43999999999999995
DougJones,239548513,23.20833333333333,0.43999999999999995
SenatorKapenga,3407370712,12.708333333333334,0.44000000000000006
PJK4brainhealth,546820570,59.958333333333336,0.44000000000000006
HeidiHeitkamp,460376288,9.166666666666666,0.48
RepPeteKing,18277655,9.041666666666666,0.5199999999999999
RepJoeBarton,19929362,1.0,0.5199999999999999
Everytown,250386727,135.33333333333334,0.475
Everytown,250386727,135.33333333333334,0.475
TheRevAl,42389136,135.41666666666666,0.5199999999999999
RepDanBishop,1176522535531360257,101.91666666666669,0.5599999999999999
repjohnlewis,29450962,0.4583333333333333,0.5599999999999999
DemGovs,38477209,135.41666666666666,0.6
SenatorKirk,211588974,1.0,0.5599999999999999
tommcclintock,15773898,9.5,0.6
susanamendoza10,22939964,64.125,0.6
GovPhilScott,545107258,100.70833333333331,0.6
gregsteube,21924842,10.166666666666666,0.6
RobWittman,15356407,45.625,0.6
charliekirk11,292929271,135.16666666666666,0.64
ChrisSununu,95943434,8.625,0.64
kevincramer,28267055,4.25,0.64
hughhewitt,15075999,134.33333333333334,0.64
CLewandowski_,4121225056,31.541666666666668,0.6399999999999999
SenDanSullivan,2891210047,40.75,0.64
RepCharlesBass,235289157,1.0,0.6799999999999999
MarkHarrisNC9,1884515737,0.2916666666666667,0.6799999999999999
larryelder,195271137,135.25,0.72
CaptMarkKelly,65707359,81.04166666666667,0.15000000000000002
LCVoters,20517132,135.375,0.15000000000000002
ninaturner,188793260,135.33333333333334,0.15000000000000002
kdeleon,30815935,18.70833333333333,0.19999999999999996
EvansforGeorgia,845091207038558208,51.958333333333336,0.19999999999999996
JayInslee,21789463,28.916666666666668,0.19999999999999996
RepRonKind,112740986,31.33333333333333,0.19999999999999996
JackieSpeier,521731529,1.125,0.19999999999999996
jaketapper,14529929,135.33333333333334,0.20000000000000007
VanHollenForMD,3067974778,3.8333333333333335,0.19999999999999996
RepEscobar,1075517806551154689,135.41666666666666,0.25
davidplouffe,1111940934,31.0,0.25
RepCliffStearns,20088666,1.0,0.25
RepBobGibbs,234822928,24.875,0.30000000000000004
carloslcurbelo,2853309155,123.875,0.29999999999999993
JoeforIndiana,259079896,2.708333333333333,0.29999999999999993
McCreadyForNC,24950622,22.416666666666668,0.30000000000000004
ossoff,521747968,135.33333333333334,0.30000000000000004
CecileRichards,17011177,36.625,0.30000000000000004
DeborahRossNC,3806081652,48.29166666666666,0.30000000000000004
Schwarzenegger,12044602,36.0,0.29999999999999993
RepSheaPorter,126171100,1.0,0.30000000000000004
texasdemocrats,68219213,135.375,0.29999999999999993
RepCohen,162069635,124.5,0.35
GiffordsCourage,587536673,135.16666666666666,0.3666666666666666
GiffordsCourage,587536673,135.16666666666666,0.3666666666666666
IRF_Ambassador,289099943,40.708333333333336,0.35
IronStache,292083207,135.29166666666666,0.35
kayhagan,15572155,1.0,0.35
Glenn_Hegar,83469886,96.95833333333331,0.35
BillKristol,2800581040,135.16666666666666,0.34999999999999987
sethmoulton,248495200,42.125,0.35
GovJayNixon,34308692,1.5833333333333333,0.35
RosenforNevada,4749863113,8.083333333333334,0.35
JudgeCaprio,964236973,1.0,0.4
JohnChiangCA,179615493,0.0416666666666666,0.3999999999999999
keithellison,14135426,134.91666666666666,0.3999999999999999
ChuckGrassley,10615232,90.70833333333331,0.3999999999999999
senorrinhatch,262756641,1.0,0.3999999999999999
MickMcCabe1,402114235,135.25,0.3999999999999999
mitchellreports,89820928,135.41666666666666,0.3999999999999999
RalphNader,77314692,101.08333333333331,0.3999999999999999
SpeakerRalston,459437895,11.541666666666666,0.3999999999999999
randrewwhite,47440498,91.625,0.3999999999999999
michaelcburgess,15751083,130.95833333333334,0.44999999999999996
SenBobCasey,171598736,135.41666666666666,0.44999999999999996
CityofAtlanta,21336038,133.25,0.44999999999999996
CalforNC,92397793,41.75,0.44999999999999996
FPActionFund,2562052399,1.0,0.44999999999999996
AmandaFritzRN,584256712,77.45833333333333,0.44999999999999996
AmandaFritzRN,584256712,77.45833333333333,0.44999999999999996
RepGallagher,815966620300480514,73.41666666666667,0.44999999999999996
NHJennifer,19161570,133.08333333333334,0.44999999999999996
lsptex,58889572,113.625,0.44999999999999996
michellemalkin,15976697,126.25,0.44999999999999996
JudgeTedPoe,74198348,1.0,0.44999999999999996
OregonHouseGOP,34954281,16.75,0.44999999999999996
EddieforTexas,21421710,58.958333333333336,0.44999999999999996
UltraViolet,410249471,135.33333333333334,0.44999999999999996
GFColeman,21336343,9.083333333333334,0.5
WhoopiGoldberg,284602545,4.5,0.5
GinnyBrownWaite,107443213,1.0,0.5
CollierForTexas,1618380482,114.66666666666669,0.5
ForwardWFlynn,917536224193081344,0.2083333333333333,0.5
RepFrankGuinta,236960387,1.0,0.5
lfrusa,16689723,0.1666666666666666,0.5
MattMackowiak,1759181,135.20833333333334,0.5
PatrickMcHenry,27676828,29.875,0.5
MorrisseyForSen,1168873724,1.0,0.5
SylvesterTurner,115105973,135.20833333333334,0.5
kayleighmcenany,259001548,128.29166666666666,0.55
VA_GOP,18978469,132.5,0.55
LorettaSanchez,108376246,0.5416666666666666,0.55
PeterRoskam,20015903,1.0,0.6
JamesCarville,4211625232,8.958333333333334,0.55
cspac,3139505941,1.0,0.5499999999999999
ORDems,22650582,135.125,0.55
AlderMarina14,140908671,1.0,0.55
EWErickson,640893,134.83333333333334,0.55
FocusFamily,111704438,117.375,0.55
jameslankford,27044466,10.125,0.55
JoyAnnReid,49698134,135.375,0.55
SEIU,14695985,135.375,0.55
SierraClub,34113439,135.25,0.55
micaforcongress,562965097,1.0,0.6000000000000001
BoldProgressive,25704351,134.79166666666666,0.6000000000000001
RepGusBilirakis,26051676,64.0,0.6
JacobsNY27,1129376438698807296,1.0,0.6
NickMattielloRI,752518191683923968,2.833333333333333,0.6
GaRepublicans,74482441,100.58333333333331,0.6000000000000001
AAN,108424611,10.291666666666666,0.65
RealJudgeMoore,868239178915610624,7.0,0.65
TedNugent,17879692,6.583333333333333,0.7
carlosberuff,711923136,1.0,0.6499999999999999
RoKhanna,771152516,135.29166666666666,0.65
AdamKinzinger,18004222,93.0,0.65
OBrienForNH,1148777590599143424,1.0,0.65
TNGOP,10102142,36.625,0.65
TPUSA,491719838,135.08333333333334,0.65
realScottWagner,543969777,1.0,0.65
cathieadams,15694058,28.625,0.7
SteveKingIA,48117116,66.08333333333333,0.7
Raul_Labrador,246341769,1.0,0.7
ToniPreckwinkle,66203697,70.08333333333333,0.7
PaulManafort,711188856943411200,0.3333333333333333,0.75
KremlinRussia,158650448,78.45833333333333,0.8
brithume,112047805,133.75,0.75
